host,ip,service,occurences,country,region,city,lat,lon,timelog
ns3,76.21.5.70,ssh,1,US,California,Palo Alto,37.457600,-122.104103,2016-02-11 18:00:48
ns3,87.106.130.63,ssh,3,DE,unknown,unknown,51.000000,9.000000,2016-02-11 18:02:02
ns3,87.106.130.63,ssh,4,DE,unknown,unknown,51.000000,9.000000,2016-02-11 18:17:35
