host,ip,service,occurences,country,region,city,lat,lon,timelog
ns1,5.79.69.68,cgpro-sip-invite,2,NL,Noord-Holland,Amsterdam,52.374001,4.889700,2016-02-03 01:04:30
ns1,66.194.155.194,cgpro-smtp,6,US,Tennessee,Collierville,35.091099,-89.651001,2016-02-03 01:04:59
ns1,108.59.4.195,cgpro-sip-100,3,US,Delaware,unknown,39.673401,-75.705200,2016-02-03 01:10:02
ns1,123.59.55.83,ssh,2,CN,Beijing,Beijing,39.928902,116.388298,2016-02-03 01:10:30
ns1,185.40.4.45,cgpro-sip-invite,3,RU,unknown,unknown,55.750000,37.616600,2016-02-03 01:11:20
ns1,185.40.4.30,cgpro-sip-invite,2,RU,unknown,unknown,55.750000,37.616600,2016-02-03 01:12:53
ns1,209.126.114.73,cgpro-sip-invite,3,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-03 01:15:53
ns1,66.194.155.194,cgpro-smtp,7,US,Tennessee,Collierville,35.091099,-89.651001,2016-02-03 01:20:16
ns1,74.91.17.34,cgpro-sip-100,2,US,Missouri,Kansas City,39.147202,-94.573502,2016-02-03 01:23:32
ns1,185.40.4.78,cgpro-sip-invite,2,RU,unknown,unknown,55.750000,37.616600,2016-02-03 01:29:43
ns1,209.126.124.208,cgpro-sip-invite,3,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-03 01:31:10
ns1,123.59.55.83,ssh,3,CN,Beijing,Beijing,39.928902,116.388298,2016-02-03 01:32:55
ns1,66.194.155.194,cgpro-smtp,8,US,Tennessee,Collierville,35.091099,-89.651001,2016-02-03 01:35:36
ns1,63.141.238.58,cgpro-sip-100,3,US,Missouri,Kansas City,39.147202,-94.573502,2016-02-03 01:48:21
ns1,66.194.155.194,cgpro-smtp,9,US,Tennessee,Collierville,35.091099,-89.651001,2016-02-03 01:51:00
ns1,123.59.55.83,ssh,4,CN,Beijing,Beijing,39.928902,116.388298,2016-02-03 01:51:10
