host,ip,service,occurences,country,region,city,lat,lon,timelog
ns1,195.154.177.160,cgpro-sip-invite,2,FR,unknown,unknown,48.860001,2.350000,2016-02-04 18:27:26<br/>2016-02-05 01:18:41<br/>
ns1,78.31.65.132,cgpro-sip-100,1,DE,unknown,unknown,51.000000,9.000000,2016-02-03 11:17:45<br/>
ns1,188.138.33.173,cgpro-sip-100,2,DE,unknown,unknown,51.000000,9.000000,2016-02-06 01:45:10<br/>2016-02-06 19:00:59<br/>
ns1,69.64.61.103,cgpro-sip-100,3,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-05 19:58:28<br/>2016-02-06 01:42:54<br/>2016-02-06 19:00:59<br/>
ns1,222.186.34.85,ssh,6,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-02 00:02:08<br/>2016-02-02 00:16:13<br/>2016-02-02 00:27:36<br/>2016-02-02 00:42:17<br/>2016-02-02 00:54:59<br/>2016-02-03 00:15:13<br/>
ns1,222.186.34.85,recidive,2,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-02 00:55:01<br/>2016-02-03 00:15:14<br/>
ns1,192.96.201.131,cgpro-sip-100,5,US,Virginia,Manassas,38.793201,-77.536598,2016-02-01 14:27:19<br/>2016-02-02 07:54:16<br/>2016-02-05 07:50:52<br/>2016-02-06 04:15:58<br/>2016-02-06 19:00:59<br/>
ns1,69.30.199.114,cgpro-sip-100,3,US,Missouri,Kansas City,39.106800,-94.566002,2016-01-31 20:03:05<br/>2016-02-04 16:47:00<br/>2016-02-06 19:00:59<br/>
ns1,69.64.43.122,cgpro-sip-100,1,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-01 20:46:59<br/>
ns1,213.136.78.48,cgpro-sip-100,1,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:00:59<br/>
ns1,206.221.177.186,cgpro-sip-100,4,US,New Jersey,Piscataway,40.551601,-74.463699,2016-02-03 22:50:40<br/>2016-02-04 10:15:40<br/>2016-02-05 19:11:38<br/>2016-02-06 20:16:43<br/>
ns1,209.126.114.73,cgpro-sip-invite,5,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-01 01:10:51<br/>2016-02-02 01:11:06<br/>2016-02-03 01:15:53<br/>2016-02-04 01:21:16<br/>2016-02-05 01:03:50<br/>
ns1,209.126.117.224,cgpro-sip-100,2,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-03 04:58:43<br/>2016-02-04 19:03:23<br/>
ns1,46.183.221.174,ssh,2,LV,unknown,unknown,57.000000,25.000000,2016-02-04 04:39:03<br/>2016-02-05 00:15:16<br/>
ns1,181.112.229.30,ssh,2,EC,Pichincha,Quito,-0.216700,-78.500000,2016-01-31 10:57:16<br/>2016-02-01 00:15:12<br/>
ns1,192.139.147.102,cgpro-smtp,2,US,unknown,unknown,38.000000,-97.000000,2016-02-04 04:22:55<br/>2016-02-04 06:21:59<br/>
ns1,202.46.3.25,ssh,5,ID,Jakarta Raya,Jakarta,-6.174400,106.829399,2016-02-06 01:14:53<br/>2016-02-06 19:00:14<br/>2016-02-07 00:07:12<br/>2016-02-07 00:15:18<br/>2016-02-07 04:53:41<br/>
ns1,5.79.69.79,cgpro-sip-invite,1,NL,Noord-Holland,Amsterdam,52.374001,4.889700,2016-02-05 05:48:00<br/>
ns1,95.56.234.110,recidive,1,KZ,Almaty City,Almaty,43.256500,76.928497,2016-02-03 09:39:41<br/>
ns1,95.56.234.110,ssh,6,KZ,Almaty City,Almaty,43.256500,76.928497,2016-02-02 21:11:37<br/>2016-02-03 00:15:14<br/>2016-02-03 03:29:59<br/>2016-02-03 06:32:11<br/>2016-02-03 09:39:39<br/>2016-02-04 00:16:15<br/>
ns1,198.204.237.2,cgpro-sip-100,1,US,Missouri,Kansas City,39.147202,-94.573502,2016-02-03 13:57:51<br/>
ns1,185.40.4.45,cgpro-sip-invite,4,RU,unknown,unknown,55.750000,37.616600,2016-02-01 16:45:28<br/>2016-02-02 01:31:03<br/>2016-02-03 01:11:20<br/>2016-02-04 01:01:30<br/>
ns1,178.34.184.82,ssh,3,RU,unknown,unknown,55.750000,37.616600,2016-02-05 19:43:25<br/>2016-02-06 00:15:16<br/>2016-02-06 19:00:15<br/>
ns1,64.56.64.97,ssh,2,US,California,Los Angeles,34.053001,-118.264198,2016-01-31 06:49:10<br/>2016-02-01 00:15:11<br/>
ns1,185.130.5.231,ssh,2,LT,unknown,unknown,56.000000,24.000000,2016-02-06 22:37:55<br/>2016-02-07 00:15:18<br/>
ns1,206.221.183.178,cgpro-sip-100,1,US,New Jersey,Piscataway,40.551601,-74.463699,2016-02-02 17:15:30<br/>
ns1,40.113.91.152,cgpro-sip-invite,1,IE,Dublin,Dublin,53.333099,-6.248900,2016-02-03 11:05:24<br/>
ns1,155.94.64.106,cgpro-sip-100,2,US,Florida,Jacksonville,30.068899,-81.562103,2016-01-31 13:25:42<br/>2016-02-02 11:07:02<br/>
ns1,122.228.213.146,ssh,2,CN,Zhejiang,Hangzhou,30.293600,120.161400,2016-02-02 10:30:20<br/>2016-02-03 00:15:13<br/>
ns1,173.0.156.114,cgpro-sip-100,1,US,California,San Jose,37.333801,-121.891502,2016-02-05 02:27:51<br/>
ns1,211.151.13.121,cgpro-sip-100,3,CN,Beijing,Beijing,39.928902,116.388298,2016-02-04 08:04:07<br/>2016-02-05 17:02:31<br/>2016-02-06 21:04:12<br/>
ns1,188.138.33.38,cgpro-sip-invite,1,DE,unknown,unknown,51.000000,9.000000,2016-02-07 04:41:06<br/>
ns1,85.93.88.231,cgpro-sip-100,1,DE,unknown,unknown,51.000000,9.000000,2016-02-01 23:35:59<br/>
ns1,69.64.61.105,cgpro-sip-100,1,US,Missouri,Saint Louis,38.631199,-90.192200,2016-01-31 11:08:57<br/>
ns1,85.25.43.149,cgpro-sip-invite,1,DE,unknown,unknown,51.000000,9.000000,2016-02-05 20:01:46<br/>
ns1,188.138.118.9,cgpro-sip-100,2,DE,unknown,unknown,51.000000,9.000000,2016-02-03 05:35:45<br/>2016-02-04 05:55:45<br/>
ns1,82.236.164.192,ssh,2,FR,Champagne-Ardenne,Pierry,49.020199,3.940700,2016-02-02 04:16:02<br/>2016-02-03 00:15:14<br/>
ns1,93.115.28.168,cgpro-sip-100,3,RO,unknown,unknown,46.000000,25.000000,2016-02-01 04:21:32<br/>2016-02-06 01:29:17<br/>2016-02-06 19:01:00<br/>
ns1,80.82.65.61,cgpro-sip-100,1,NL,unknown,unknown,52.366699,4.900000,2016-02-03 13:56:31<br/>
ns1,176.106.42.50,cgpro-sip-invite,1,PS,unknown,unknown,32.000000,35.250000,2016-02-02 01:04:22<br/>
ns2,40.78.109.9,ssh,1,US,California,San Francisco,37.774899,-122.419403,2016-02-01 08:49:31<br/>
ns2,60.173.26.173,ssh,1,CN,Anhui,Hefei,31.863899,117.280800,2016-02-06 00:10:51<br/>
ns2,185.130.5.246,ssh,3,LT,unknown,unknown,56.000000,24.000000,2016-02-01 14:25:51<br/>2016-02-02 06:46:27<br/>2016-02-06 02:16:15<br/>
ns2,183.3.202.105,recidive,1,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-04 09:47:17<br/>
ns2,183.3.202.105,ssh,5,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-04 04:26:21<br/>2016-02-04 05:43:20<br/>2016-02-04 07:04:05<br/>2016-02-04 08:25:05<br/>2016-02-04 09:47:16<br/>
ns2,46.148.22.26,ssh,1,UA,unknown,unknown,50.450001,30.523300,2016-02-02 09:54:25<br/>
ns2,181.112.229.30,ssh,1,EC,Pichincha,Quito,-0.216700,-78.500000,2016-02-05 10:08:55<br/>
ns2,40.76.29.35,ssh,1,US,District of Columbia,Washington,38.895100,-77.036400,2016-02-04 02:17:06<br/>
ns2,222.186.34.87,ssh,1,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-02 20:50:55<br/>
ns2,142.54.185.162,ssh,1,US,Missouri,Kansas City,39.147202,-94.573502,2016-02-06 23:38:54<br/>
ns2,54.149.213.143,ssh,1,US,Oregon,Boardman,45.778801,-119.528999,2016-02-04 22:26:39<br/>
ns2,212.129.26.221,ssh,1,FR,unknown,unknown,48.860001,2.350000,2016-02-01 22:44:23<br/>
ns2,178.207.153.61,ssh,1,RU,unknown,unknown,55.750000,37.616600,2016-02-05 22:03:35<br/>
ns2,54.191.201.0,ssh,1,US,Oregon,Boardman,45.778801,-119.528999,2016-02-03 05:35:08<br/>
ns2,199.108.166.115,ssh,1,US,Iowa,Des Moines,41.610699,-93.550598,2016-02-05 05:40:32<br/>
ns2,52.28.139.49,ssh,1,DE,Hessen,Frankfurt,50.116699,8.683300,2016-02-07 03:35:18<br/>
ns2,185.130.5.231,ssh,1,LT,unknown,unknown,56.000000,24.000000,2016-02-07 04:02:31<br/>
ns2,182.100.67.59,ssh,3,CN,Jiangxi,Nanchang,28.549999,115.933296,2016-02-07 06:06:20<br/>2016-02-07 06:29:13<br/>2016-02-07 06:53:10<br/>
ns2,88.150.196.165,ssh,1,GB,unknown,unknown,51.500000,-0.130000,2016-02-06 07:21:24<br/>
ns2,83.218.233.222,ssh,1,UA,unknown,unknown,50.450001,30.523300,2016-02-03 07:34:12<br/>
ns2,222.186.21.82,ssh,1,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-02 20:50:14<br/>
ns2,117.4.241.129,ssh,1,VN,Ha Noi,Hanoi,21.033300,105.849998,2016-02-05 22:09:49<br/>
ns2,185.130.5.200,ssh,2,LT,unknown,unknown,56.000000,24.000000,2016-02-04 22:48:00<br/>2016-02-07 07:20:19<br/>
ns2,65.207.23.201,ssh,1,US,unknown,unknown,38.000000,-97.000000,2016-02-05 22:20:49<br/>
ns2,52.28.207.152,ssh,1,DE,Hessen,Frankfurt,50.116699,8.683300,2016-02-06 12:17:54<br/>
ns2,188.227.174.163,ssh,2,GB,unknown,unknown,51.500000,-0.130000,2016-02-02 12:03:50<br/>2016-02-04 05:50:10<br/>
ns2,89.163.148.90,ssh,1,DE,unknown,unknown,51.000000,9.000000,2016-02-06 22:41:06<br/>
ns2,193.201.225.30,ssh,1,UA,unknown,unknown,50.450001,30.523300,2016-02-04 22:43:36<br/>
ns2,195.135.194.196,ssh,1,RO,Calarasi,Branesti,44.450001,26.333300,2016-02-06 15:24:22<br/>
ns2,222.186.34.48,ssh,1,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-05 19:09:01<br/>
ns2,222.186.56.70,ssh,1,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-04 22:01:55<br/>
ns2,69.30.201.158,ssh,1,US,Missouri,Kansas City,39.106800,-94.566002,2016-02-04 12:39:07<br/>
ns2,37.72.181.131,ssh,3,RU,Krasnodar,Kopeysk,55.117199,61.628201,2016-02-06 18:42:40<br/>2016-02-06 18:53:48<br/>2016-02-06 19:06:17<br/>
ns2,183.3.202.101,recidive,1,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-03 09:24:24<br/>
ns2,183.3.202.101,ssh,5,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-02 20:01:57<br/>2016-02-02 23:28:05<br/>2016-02-03 02:55:21<br/>2016-02-03 06:12:06<br/>2016-02-03 09:24:23<br/>
ns2,78.81.162.3,ssh,1,RU,unknown,unknown,55.750000,37.616600,2016-02-03 16:37:21<br/>
ns2,82.81.50.235,ssh,1,IL,unknown,unknown,31.500000,34.750000,2016-02-04 11:18:02<br/>
ns2,183.3.202.113,recidive,1,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-06 22:04:40<br/>
ns2,183.3.202.113,ssh,5,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-06 16:57:35<br/>2016-02-06 18:13:22<br/>2016-02-06 19:29:46<br/>2016-02-06 20:47:45<br/>2016-02-06 22:04:39<br/>
ns3,195.154.51.101,ssh,5,FR,unknown,unknown,48.860001,2.350000,2016-02-09 21:45:37<br/>2016-02-09 21:58:45<br/>2016-02-09 22:11:54<br/>2016-02-09 22:25:03<br/>2016-02-09 22:39:37<br/>
ns3,195.154.51.101,recidive,1,FR,unknown,unknown,48.860001,2.350000,2016-02-09 22:39:39<br/>
ns3,61.51.18.101,ssh,1,CN,Beijing,Beijing,39.928902,116.388298,2016-02-11 21:09:39<br/>
ns3,199.168.143.136,ssh,1,US,Pennsylvania,Clarks Summit,41.448601,-75.727997,2016-02-09 13:14:36<br/>
ns3,115.28.133.234,ssh,2,CN,Zhejiang,Hangzhou,30.293600,120.161400,2016-02-08 13:09:35<br/>2016-02-08 13:22:12<br/>
ns3,40.114.9.44,recidive,1,US,District of Columbia,Washington,38.895100,-77.036400,2016-02-13 20:20:42<br/>
ns3,40.114.9.44,ssh,5,US,District of Columbia,Washington,38.895100,-77.036400,2016-02-13 19:03:00<br/>2016-02-13 19:22:26<br/>2016-02-13 19:41:50<br/>2016-02-13 20:01:17<br/>2016-02-13 20:20:40<br/>
ns3,78.31.65.126,ssh,5,DE,unknown,unknown,51.000000,9.000000,2016-02-13 11:26:05<br/>2016-02-13 11:39:35<br/>2016-02-13 11:53:04<br/>2016-02-13 12:06:32<br/>2016-02-13 12:21:27<br/>
ns3,78.31.65.126,recidive,1,DE,unknown,unknown,51.000000,9.000000,2016-02-13 12:21:29<br/>
ns3,193.201.225.30,ssh,1,UA,unknown,unknown,50.450001,30.523300,2016-02-09 06:39:09<br/>
ns3,58.218.185.120,ssh,1,CN,Jiangsu,Xuzhou,34.180500,117.157097,2016-02-12 03:04:00<br/>
ns3,185.130.5.174,ssh,1,LT,unknown,unknown,56.000000,24.000000,2016-02-13 02:39:40<br/>
ns3,104.194.26.204,recidive,1,US,Nevada,Las Vegas,36.087700,-115.148499,2016-02-13 14:01:24<br/>
ns3,104.194.26.204,etsfrou1-wp,5,US,Nevada,Las Vegas,36.087700,-115.148499,2016-02-13 13:20:23<br/>2016-02-13 13:30:37<br/>2016-02-13 13:40:49<br/>2016-02-13 13:51:01<br/>2016-02-13 14:01:22<br/>
ns3,122.53.179.134,ssh,12,PH,Manila,Taguig,14.473600,121.048798,2016-02-10 12:20:40<br/>2016-02-11 00:12:48<br/>2016-02-11 02:58:10<br/>2016-02-11 08:28:15<br/>2016-02-11 16:00:22<br/>2016-02-11 23:57:45<br/>2016-02-12 04:29:43<br/>2016-02-12 07:44:30<br/>2016-02-12 19:58:18<br/>2016-02-13 06:36:57<br/>2016-02-13 13:30:50<br/>2016-02-13 22:21:45<br/>
ns3,185.130.5.249,ssh,1,LT,unknown,unknown,56.000000,24.000000,2016-02-10 23:29:02<br/>
ns3,115.231.9.148,ssh,1,CN,Shanghai,Shanghai,31.045601,121.399696,2016-02-10 16:00:34<br/>
ns3,183.91.23.92,ssh,2,VN,Ha Noi,Hanoi,21.033300,105.849998,2016-02-10 14:32:39<br/>2016-02-10 19:47:16<br/>
ns3,222.186.34.225,ssh,1,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-08 14:08:45<br/>
ns3,181.112.229.30,ssh,1,EC,Pichincha,Quito,-0.216700,-78.500000,2016-02-13 00:54:07<br/>
ns3,121.9.213.9,ssh,1,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-09 15:26:06<br/>
ns3,104.43.13.64,ssh,2,US,Washington,Redmond,47.680099,-122.120598,2016-02-09 13:45:19<br/>2016-02-09 14:36:43<br/>
ns3,213.215.254.201,ssh,1,IT,unknown,unknown,42.833302,12.833300,2016-02-11 17:13:43<br/>
ns3,58.221.103.3,ssh,1,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-08 21:17:03<br/>
ns3,47.88.9.156,recidive,1,CA,Ontario,Ottawa,45.343300,-75.826500,2016-02-09 07:46:24<br/>
ns3,47.88.9.156,ssh,5,CA,Ontario,Ottawa,45.343300,-75.826500,2016-02-09 01:06:34<br/>2016-02-09 01:24:18<br/>2016-02-09 01:41:47<br/>2016-02-09 07:18:03<br/>2016-02-09 07:46:22<br/>
ns3,183.3.202.110,recidive,1,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-11 00:09:17<br/>
ns3,183.3.202.110,ssh,5,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-10 17:37:07<br/>2016-02-10 19:14:25<br/>2016-02-10 20:51:35<br/>2016-02-10 22:28:40<br/>2016-02-11 00:09:16<br/>
ns3,113.195.145.70,ssh,1,CN,Jiangxi,Nanchang,28.549999,115.933296,2016-02-11 01:09:23<br/>
ns3,183.61.152.135,ssh,1,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-09 09:34:40<br/>
ns3,1.93.129.5,ssh,1,CN,Beijing,Beijing,39.928902,116.388298,2016-02-10 21:10:08<br/>
ns3,89.163.213.49,ssh,5,DE,unknown,unknown,51.000000,9.000000,2016-02-08 20:52:52<br/>2016-02-08 21:11:07<br/>2016-02-08 21:29:21<br/>2016-02-08 21:47:34<br/>2016-02-08 23:21:09<br/>
ns3,89.163.213.49,recidive,1,DE,unknown,unknown,51.000000,9.000000,2016-02-08 23:21:11<br/>
ns3,222.186.34.85,ssh,2,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-10 02:49:28<br/>2016-02-11 19:51:23<br/>
ns3,125.88.177.87,ssh,1,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-14 03:35:00<br/>
ns3,183.61.143.147,ssh,1,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-11 01:13:24<br/>
ns3,185.130.5.179,ssh,1,LT,unknown,unknown,56.000000,24.000000,2016-02-09 19:44:58<br/>
ns3,119.167.153.187,ssh,1,CN,Shandong,Jinan,36.668301,116.997200,2016-02-09 11:14:04<br/>
ns3,195.154.164.8,ssh,4,FR,unknown,unknown,48.860001,2.350000,2016-02-09 10:01:12<br/>2016-02-09 10:15:47<br/>2016-02-09 10:30:27<br/>2016-02-09 10:50:37<br/>
ns3,159.8.34.74,ssh,2,NL,Noord-Holland,Amsterdam,52.374001,4.889700,2016-02-08 23:07:16<br/>2016-02-10 20:19:22<br/>
ns3,175.136.242.41,ssh,5,MY,Selangor,Puchong,3.016700,101.616699,2016-02-09 01:26:44<br/>2016-02-09 04:13:31<br/>2016-02-09 07:43:41<br/>2016-02-09 11:15:41<br/>2016-02-09 15:22:35<br/>
ns3,175.136.242.41,recidive,1,MY,Selangor,Puchong,3.016700,101.616699,2016-02-09 15:22:37<br/>
ns3,222.186.34.74,ssh,5,CN,Jiangsu,Nanjing,32.061699,118.777802,2016-02-13 00:28:09<br/>2016-02-13 00:41:15<br/>2016-02-13 00:52:36<br/>2016-02-13 01:04:14<br/>2016-02-14 01:57:55<br/>
ns3,159.122.254.140,ssh,1,US,unknown,unknown,38.000000,-97.000000,2016-02-10 14:16:01<br/>
ns3,178.34.184.82,ssh,1,RU,unknown,unknown,55.750000,37.616600,2016-02-13 11:53:16<br/>
ns3,76.21.5.70,ssh,1,US,California,Palo Alto,37.457600,-122.104103,2016-02-11 18:00:48<br/>
ns3,8.26.195.143,ssh,1,US,unknown,unknown,38.000000,-97.000000,2016-02-13 18:12:52<br/>
ns3,185.130.5.200,ssh,1,LT,unknown,unknown,56.000000,24.000000,2016-02-12 17:48:00<br/>
ns3,202.29.80.139,ssh,1,TH,unknown,unknown,13.750000,100.466698,2016-02-08 13:24:23<br/>
ns3,103.16.141.86,recidive,1,IN,unknown,unknown,20.000000,77.000000,2016-02-08 11:52:07<br/>
ns3,103.16.141.86,ssh,5,IN,unknown,unknown,20.000000,77.000000,2016-02-08 10:53:03<br/>2016-02-08 11:07:51<br/>2016-02-08 11:22:37<br/>2016-02-08 11:37:20<br/>2016-02-08 11:52:06<br/>
ns3,185.86.82.123,ssh,5,TR,Bursa,Bursa,40.191700,29.061100,2016-02-09 12:30:08<br/>2016-02-09 12:48:15<br/>2016-02-09 13:06:23<br/>2016-02-09 13:24:33<br/>2016-02-09 14:57:36<br/>
ns3,185.86.82.123,recidive,1,TR,Bursa,Bursa,40.191700,29.061100,2016-02-09 14:57:37<br/>
ns3,87.106.130.63,ssh,5,DE,unknown,unknown,51.000000,9.000000,2016-02-11 17:30:50<br/>2016-02-11 17:46:30<br/>2016-02-11 18:02:02<br/>2016-02-11 18:17:35<br/>2016-02-11 23:11:12<br/>
ns3,87.106.130.63,recidive,1,DE,unknown,unknown,51.000000,9.000000,2016-02-11 23:11:13<br/>
ns3,202.46.3.25,ssh,1,ID,Jakarta Raya,Jakarta,-6.174400,106.829399,2016-02-08 08:52:49<br/>
ns3,117.34.78.168,ssh,1,CN,Shaanxi,Xian,34.258301,108.928596,2016-02-11 04:54:25<br/>
ns3,208.69.31.98,ssh,1,US,Florida,Miami,25.763100,-80.191101,2016-02-11 02:42:43<br/>
