host,ip,service,occurences,country,region,city,lat,lon,timelog
ns1,85.113.212.211,recidive,4,RU,Kostroma,Kostroma,57.770802,40.934399,2016-02-06 19:00:03
ns1,66.190.127.102,recidive,8,US,Alabama,Birmingham,33.420101,-86.786697,2016-02-06 19:00:03
ns1,168.63.200.101,ssh,2,US,unknown,unknown,38.000000,-97.000000,2016-02-06 19:00:14
ns1,85.113.212.211,ssh,12,RU,Kostroma,Kostroma,57.770802,40.934399,2016-02-06 19:00:14
ns1,202.46.3.25,ssh,2,ID,Jakarta Raya,Jakarta,-6.174400,106.829399,2016-02-06 19:00:14
ns1,65.207.23.201,ssh,2,US,unknown,unknown,38.000000,-97.000000,2016-02-06 19:00:15
ns1,178.34.184.82,ssh,3,RU,unknown,unknown,55.750000,37.616600,2016-02-06 19:00:15
ns1,202.114.72.243,ssh,3,CN,Hubei,Wuhan,30.580099,114.273399,2016-02-06 19:00:15
ns1,221.194.57.246,ssh,18,CN,Hebei,Hebei,39.889702,115.275002,2016-02-06 19:00:15
ns1,212.159.61.123,ssh,2,GB,unknown,unknown,51.500000,-0.130000,2016-02-06 19:00:15
ns1,125.88.177.87,ssh,2,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-06 19:00:16
ns1,188.138.75.154,cgpro-sip-100,4,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:00:59
ns1,188.138.33.173,cgpro-sip-100,2,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:00:59
ns1,192.187.103.34,cgpro-sip-100,3,US,Missouri,Kansas City,39.147202,-94.573502,2016-02-06 19:00:59
ns1,69.30.199.114,cgpro-sip-100,3,US,Missouri,Kansas City,39.106800,-94.566002,2016-02-06 19:00:59
ns1,195.154.214.162,cgpro-sip-100,4,FR,unknown,unknown,48.860001,2.350000,2016-02-06 19:00:59
ns1,208.73.206.244,cgpro-sip-100,7,US,New Jersey,Secaucus,40.780102,-74.063301,2016-02-06 19:00:59
ns1,69.64.61.75,cgpro-sip-100,2,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:00:59
ns1,213.136.78.48,cgpro-sip-100,1,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:00:59
ns1,142.54.174.26,cgpro-sip-100,3,US,Missouri,Kansas City,39.147202,-94.573502,2016-02-06 19:00:59
ns1,192.96.201.131,cgpro-sip-100,5,US,Virginia,Manassas,38.793201,-77.536598,2016-02-06 19:00:59
ns1,69.4.81.178,cgpro-sip-100,3,US,New York,Buffalo,42.888401,-78.876099,2016-02-06 19:00:59
ns1,209.239.112.201,cgpro-sip-100,5,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:00:59
ns1,209.126.117.99,cgpro-sip-100,3,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:00:59
ns1,85.114.142.237,cgpro-sip-100,2,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:00:59
ns1,85.25.43.110,cgpro-sip-100,2,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:00:59
ns1,69.64.61.103,cgpro-sip-100,3,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:00:59
ns1,209.239.123.101,cgpro-sip-100,5,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:00:59
ns1,69.50.207.179,cgpro-sip-100,2,US,Arizona,Phoenix,33.724800,-112.088898,2016-02-06 19:00:59
ns1,209.126.102.161,cgpro-sip-100,8,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:00:59
ns1,209.239.123.106,cgpro-sip-100,2,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:00:59
ns1,108.59.4.195,cgpro-sip-100,7,US,Delaware,unknown,39.673401,-75.705200,2016-02-06 19:00:59
ns1,69.4.81.186,cgpro-sip-100,3,US,New York,Buffalo,42.888401,-78.876099,2016-02-06 19:00:59
ns1,178.162.198.135,cgpro-sip-100,6,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:00:59
ns1,81.30.156.126,cgpro-sip-100,3,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:00:59
ns1,199.217.115.229,cgpro-sip-100,4,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:00:59
ns1,23.239.66.99,cgpro-sip-100,7,US,unknown,unknown,38.000000,-97.000000,2016-02-06 19:00:59
