host,ip,service,occurences,country,region,city,lat,lon,timelog
ns1,89.163.224.245,cgpro-sip-100,3,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:00:59
ns1,173.208.176.26,cgpro-sip-100,3,US,Missouri,Kansas City,39.106800,-94.566002,2016-02-06 19:00:59
ns1,151.236.63.183,cgpro-sip-100,2,GB,unknown,unknown,51.500000,-0.130000,2016-02-06 19:01:00
ns1,188.138.33.32,cgpro-sip-100,5,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:01:00
ns1,199.189.86.6,cgpro-sip-100,4,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:01:00
ns1,93.115.28.168,cgpro-sip-100,3,RO,unknown,unknown,46.000000,25.000000,2016-02-06 19:01:00
ns1,69.64.57.36,cgpro-sip-100,3,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:01:00
ns1,89.163.132.187,cgpro-sip-100,3,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:01:00
ns1,69.30.221.162,cgpro-sip-100,4,US,Missouri,Kansas City,39.106800,-94.566002,2016-02-06 19:01:00
ns1,172.93.106.70,cgpro-sip-100,8,US,unknown,unknown,38.000000,-97.000000,2016-02-06 19:01:00
ns1,185.40.4.30,cgpro-sip-invite,6,RU,unknown,unknown,55.750000,37.616600,2016-02-06 19:01:00
ns1,199.168.137.195,cgpro-sip-invite,3,US,Pennsylvania,Clarks Summit,41.448601,-75.727997,2016-02-06 19:01:00
ns1,5.79.69.68,cgpro-sip-invite,5,NL,Noord-Holland,Amsterdam,52.374001,4.889700,2016-02-06 19:01:00
ns1,40.113.200.225,cgpro-sip-invite,2,US,Washington,Seattle,47.606201,-122.332100,2016-02-06 19:01:00
ns1,85.25.43.241,cgpro-sip-invite,2,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:01:00
ns1,173.242.117.177,cgpro-sip-invite,2,US,Pennsylvania,Clarks Summit,41.448601,-75.727997,2016-02-06 19:01:00
ns1,104.43.192.41,cgpro-sip-invite,3,US,Washington,Redmond,47.680099,-122.120598,2016-02-06 19:01:00
ns1,85.114.132.42,cgpro-sip-invite,5,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:01:00
ns1,185.40.4.78,cgpro-sip-invite,6,RU,unknown,unknown,55.750000,37.616600,2016-02-06 19:01:00
ns1,194.63.142.19,cgpro-sip-invite,6,RU,unknown,unknown,55.750000,37.616600,2016-02-06 19:01:00
ns1,122.116.240.58,cgpro-smtp,2,TW,unknown,unknown,23.500000,121.000000,2016-02-06 19:01:00
ns1,62.210.188.100,cgpro-sip-invite,3,FR,unknown,unknown,48.860001,2.350000,2016-02-06 19:01:00
ns1,66.190.127.102,cgpro-smtp,21,US,Alabama,Birmingham,33.420101,-86.786697,2016-02-06 19:01:00
ns1,69.64.57.215,cgpro-sip-invite,2,US,Missouri,Saint Louis,38.631199,-90.192200,2016-02-06 19:01:00
ns1,185.24.104.13,cgpro-smtp,3,IT,unknown,unknown,42.833302,12.833300,2016-02-06 19:01:00
ns1,199.115.117.4,cgpro-sip-100,2,US,Virginia,Manassas,38.793201,-77.536598,2016-02-06 19:04:02
ns1,212.159.61.123,ssh,3,GB,unknown,unknown,51.500000,-0.130000,2016-02-06 19:16:20
ns1,220.165.13.183,ssh,1,CN,Yunnan,Kunming,25.038900,102.718300,2016-02-06 19:20:18
ns1,122.116.240.58,cgpro-smtp,3,TW,unknown,unknown,23.500000,121.000000,2016-02-06 19:25:41
ns1,212.159.61.123,ssh,4,GB,unknown,unknown,51.500000,-0.130000,2016-02-06 19:31:06
ns1,85.25.207.92,cgpro-sip-100,1,DE,unknown,unknown,51.000000,9.000000,2016-02-06 19:43:29
ns1,212.159.61.123,ssh,5,GB,unknown,unknown,51.500000,-0.130000,2016-02-06 19:45:49
ns1,212.159.61.123,recidive,1,GB,unknown,unknown,51.500000,-0.130000,2016-02-06 19:45:50
ns2,37.72.181.131,ssh,3,RU,Krasnodar,Kopeysk,55.117199,61.628201,2016-02-06 19:06:17
ns2,183.3.202.113,ssh,3,CN,Guangdong,Guangzhou,23.116699,113.250000,2016-02-06 19:29:46
